variant,ce_h_mean,ce_h_std,ce_zsh_mean,ce_zsh_std,ce_zpr_mean,ce_zpr_std
A_codebert_only,1.1864678263664246,0.05613903060734638,1.1689977884292602,0.053885600223568635,0.9786025822162628,0.10246473935326005
B_shallow_struct,1.0252050518989564,0.09032232918601608,0.9580432057380677,0.06595597150347651,0.4387180179357529,0.08419690102213256
C_multimodal_no_disentangle,1.1999614238739014,0.030199606352454045,1.1523450493812561,0.03773366189813105,1.027665627002716,0.04687087644043957
D_full,1.0061680614948272,0.04288783446733246,0.18365205377340313,0.04282401570026791,0.18532211780548094,0.040452219758102995
